id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
18728,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on treatment and peanut allergy. Treatment has a direct effect on peanut allergy. For patients who are not male and not receiving treatment, the probability of being allergic to peanuts is 97%. For patients who are not male and receiving treatment, the probability of being allergic to peanuts is 66%. For patients who are male and not receiving treatment, the probability of being allergic to peanuts is 39%. For patients who are male and receiving treatment, the probability of being allergic to peanuts is 7%. The overall probability of male gender is 48%. For patients receiving treatment, would it be more likely to see being allergic to peanuts if the patient had received no treatment?",yes,"Let V1 = gender; X = treatment; Y = peanut allergy.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.97
P(Y=1 | V1=0, X=1) = 0.66
P(Y=1 | V1=1, X=0) = 0.39
P(Y=1 | V1=1, X=1) = 0.07
P(V1=1) = 0.48
0.52 * (0.66 - 0.97) + 0.48 * (0.07 - 0.39) = -0.32
-0.32 < 0",3,ett,confounding,simpson_drug,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
18736,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on treatment and peanut allergy. Treatment has a direct effect on peanut allergy. Method 1: We look at how treatment correlates with peanut allergy case by case according to gender. Method 2: We look directly at how treatment correlates with peanut allergy in general. To understand how treatment affects peanut allergy, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,confounding,simpson_drug,anticommonsense,[backdoor adjustment set for Y given X]
18760,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on treatment and peanut allergy. Treatment has a direct effect on peanut allergy. Method 1: We look at how treatment correlates with peanut allergy case by case according to gender. Method 2: We look directly at how treatment correlates with peanut allergy in general. To understand how treatment affects peanut allergy, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,confounding,simpson_drug,anticommonsense,[backdoor adjustment set for Y given X]
18776,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on treatment and peanut allergy. Treatment has a direct effect on peanut allergy. For patients who are not male and not receiving treatment, the probability of being allergic to peanuts is 98%. For patients who are not male and receiving treatment, the probability of being allergic to peanuts is 87%. For patients who are male and not receiving treatment, the probability of being allergic to peanuts is 34%. For patients who are male and receiving treatment, the probability of being allergic to peanuts is 14%. The overall probability of male gender is 43%. For patients receiving treatment, would it be less likely to see being allergic to peanuts if the patient had received no treatment?",no,"Let V1 = gender; X = treatment; Y = peanut allergy.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.98
P(Y=1 | V1=0, X=1) = 0.87
P(Y=1 | V1=1, X=0) = 0.34
P(Y=1 | V1=1, X=1) = 0.14
P(V1=1) = 0.43
0.57 * (0.87 - 0.98) + 0.43 * (0.14 - 0.34) = -0.11
-0.11 < 0",3,ett,confounding,simpson_drug,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
18800,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on treatment and peanut allergy. Treatment has a direct effect on peanut allergy. The overall probability of receives treatment is 47%. The probability of receives no treatment and being allergic to peanuts is 13%. The probability of receives treatment and being allergic to peanuts is 31%. Is the chance of being allergic to peanuts larger when observing receives treatment?",yes,"Let V1 = gender; X = treatment; Y = peanut allergy.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.47
P(Y=1, X=0=1) = 0.13
P(Y=1, X=1=1) = 0.31
0.31/0.47 - 0.13/0.53 = 0.41
0.41 > 0",1,correlation,confounding,simpson_drug,anticommonsense,P(Y | X)
18864,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness. The overall probability of high hospital bill is 45%. For patients who pay a low hospital bill, the probability of thick lips is 24%. For people who pay a high hospital bill, the probability of thick lips is 60%. Is thick lips less likely than thin lips overall?",yes,"Let V1 = age; X = hospital costs; Y = lip thickness.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.45
P(Y=1 | X=0) = 0.24
P(Y=1 | X=1) = 0.60
0.45*0.60 - 0.55*0.24 = 0.39
0.39 > 0",1,marginal,confounding,simpson_hospital,anticommonsense,P(Y)
18872,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness. Method 1: We look at how hospital costs correlates with lip thickness case by case according to age. Method 2: We look directly at how hospital costs correlates with lip thickness in general. To understand how hospital costs affects lip thickness, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,confounding,simpson_hospital,anticommonsense,[backdoor adjustment set for Y given X]
18888,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness. The overall probability of high hospital bill is 55%. The probability of low hospital bill and thick lips is 17%. The probability of high hospital bill and thick lips is 40%. Is the chance of thick lips larger when observing high hospital bill?",yes,"Let V1 = age; X = hospital costs; Y = lip thickness.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.55
P(Y=1, X=0=1) = 0.17
P(Y=1, X=1=1) = 0.40
0.40/0.55 - 0.17/0.45 = 0.37
0.37 > 0",1,correlation,confounding,simpson_hospital,anticommonsense,P(Y | X)
18904,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness. The overall probability of high hospital bill is 42%. The probability of low hospital bill and thick lips is 18%. The probability of high hospital bill and thick lips is 30%. Is the chance of thick lips smaller when observing high hospital bill?",no,"Let V1 = age; X = hospital costs; Y = lip thickness.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.42
P(Y=1, X=0=1) = 0.18
P(Y=1, X=1=1) = 0.30
0.30/0.42 - 0.18/0.58 = 0.39
0.39 > 0",1,correlation,confounding,simpson_hospital,anticommonsense,P(Y | X)
18952,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery. The overall probability of speaking english is 49%. For patients who do not speak english, the probability of recovery is 18%. For patients who speak english, the probability of recovery is 71%. Is recovery more likely than non-recovery overall?",no,"Let V1 = kidney stone size; X = ability to speak english; Y = recovery.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.49
P(Y=1 | X=0) = 0.18
P(Y=1 | X=1) = 0.71
0.49*0.71 - 0.51*0.18 = 0.44
0.44 > 0",1,marginal,confounding,simpson_kidneystone,anticommonsense,P(Y)
18968,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery. The overall probability of speaking english is 50%. The probability of not speaking english and recovery is 16%. The probability of speaking english and recovery is 40%. Is the chance of recovery larger when observing speaking english?",yes,"Let V1 = kidney stone size; X = ability to speak english; Y = recovery.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.50
P(Y=1, X=0=1) = 0.16
P(Y=1, X=1=1) = 0.40
0.40/0.50 - 0.16/0.50 = 0.47
0.47 > 0",1,correlation,confounding,simpson_kidneystone,anticommonsense,P(Y | X)
18976,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery. For patients who have small kidney stones and do not speak english, the probability of recovery is 91%. For patients who have small kidney stones and speak english, the probability of recovery is 81%. For patients who have large kidney stones and do not speak english, the probability of recovery is 22%. For patients who have large kidney stones and speak english, the probability of recovery is 13%. The overall probability of large kidney stone is 53%. For patients who speak english, would it be less likely to see recovery if the patient did not speak english?",no,"Let V1 = kidney stone size; X = ability to speak english; Y = recovery.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.91
P(Y=1 | V1=0, X=1) = 0.81
P(Y=1 | V1=1, X=0) = 0.22
P(Y=1 | V1=1, X=1) = 0.13
P(V1=1) = 0.53
0.47 * (0.81 - 0.91) + 0.53 * (0.13 - 0.22) = -0.09
-0.09 < 0",3,ett,confounding,simpson_kidneystone,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
18992,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery. For patients who have small kidney stones and do not speak english, the probability of recovery is 93%. For patients who have small kidney stones and speak english, the probability of recovery is 85%. For patients who have large kidney stones and do not speak english, the probability of recovery is 23%. For patients who have large kidney stones and speak english, the probability of recovery is 6%. The overall probability of large kidney stone is 50%. For patients who speak english, would it be less likely to see recovery if the patient did not speak english?",no,"Let V1 = kidney stone size; X = ability to speak english; Y = recovery.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.93
P(Y=1 | V1=0, X=1) = 0.85
P(Y=1 | V1=1, X=0) = 0.23
P(Y=1 | V1=1, X=1) = 0.06
P(V1=1) = 0.50
0.50 * (0.85 - 0.93) + 0.50 * (0.06 - 0.23) = -0.09
-0.09 < 0",3,ett,confounding,simpson_kidneystone,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
19024,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery. The overall probability of speaking english is 63%. The probability of not speaking english and recovery is 9%. The probability of speaking english and recovery is 39%. Is the chance of recovery larger when observing speaking english?",yes,"Let V1 = kidney stone size; X = ability to speak english; Y = recovery.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.63
P(Y=1, X=0=1) = 0.09
P(Y=1, X=1=1) = 0.39
0.39/0.63 - 0.09/0.37 = 0.37
0.37 > 0",1,correlation,confounding,simpson_kidneystone,anticommonsense,P(Y | X)
19056,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on having a brother and disease. Having a brother has a direct effect on disease. For people with no pre-conditions and do not have a brother, the probability of recovering from the disease is 99%. For people with no pre-conditions and have a brother, the probability of recovering from the disease is 77%. For people with pre-conditions and do not have a brother, the probability of recovering from the disease is 25%. For people with pre-conditions and have a brother, the probability of recovering from the disease is 4%. The overall probability of pre-conditions is 49%. Will having a brother decrease the chance of recovering from the disease?",yes,"Let V1 = pre-conditions; X = having a brother; Y = disease.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.99
P(Y=1 | V1=0, X=1) = 0.77
P(Y=1 | V1=1, X=0) = 0.25
P(Y=1 | V1=1, X=1) = 0.04
P(V1=1) = 0.49
0.51 * (0.77 - 0.99) + 0.49 * (0.04 - 0.25) = -0.22
-0.22 < 0",2,ate,confounding,simpson_vaccine,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
19064,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on having a brother and disease. Having a brother has a direct effect on disease. Method 1: We look directly at how having a brother correlates with disease in general. Method 2: We look at this correlation case by case according to pre-conditions. To understand how having a brother affects disease, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,confounding,simpson_vaccine,anticommonsense,[backdoor adjustment set for Y given X]
19072,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on having a brother and disease. Having a brother has a direct effect on disease. For people with no pre-conditions and do not have a brother, the probability of recovering from the disease is 96%. For people with no pre-conditions and have a brother, the probability of recovering from the disease is 80%. For people with pre-conditions and do not have a brother, the probability of recovering from the disease is 35%. For people with pre-conditions and have a brother, the probability of recovering from the disease is 17%. The overall probability of pre-conditions is 56%. Will having a brother increase the chance of recovering from the disease?",no,"Let V1 = pre-conditions; X = having a brother; Y = disease.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.96
P(Y=1 | V1=0, X=1) = 0.80
P(Y=1 | V1=1, X=0) = 0.35
P(Y=1 | V1=1, X=1) = 0.17
P(V1=1) = 0.56
0.44 * (0.80 - 0.96) + 0.56 * (0.17 - 0.35) = -0.17
-0.17 < 0",2,ate,confounding,simpson_vaccine,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
19120,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on having a brother and disease. Having a brother has a direct effect on disease. The overall probability of having a brother is 62%. The probability of not having a brother and recovering from the disease is 8%. The probability of having a brother and recovering from the disease is 48%. Is the chance of recovering from the disease smaller when observing having a brother?",no,"Let V1 = pre-conditions; X = having a brother; Y = disease.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.62
P(Y=1, X=0=1) = 0.08
P(Y=1, X=1=1) = 0.48
0.48/0.62 - 0.08/0.38 = 0.56
0.56 > 0",1,correlation,confounding,simpson_vaccine,anticommonsense,P(Y | X)
19144,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. For infants who do not have a sister and low infant birth weight, the probability of high infant mortality is 60%. For infants who do not have a sister and normal infant birth weight, the probability of high infant mortality is 86%. For infants who have a sister and low infant birth weight, the probability of high infant mortality is 36%. For infants who have a sister and normal infant birth weight, the probability of high infant mortality is 61%. For infants who do not have a sister and with poor health, the probability of normal infant birth weight is 43%. For infants who do not have a sister and with good health, the probability of normal infant birth weight is 14%. For infants who have a sister and with poor health, the probability of normal infant birth weight is 71%. For infants who have a sister and with good health, the probability of normal infant birth weight is 49%. The overall probability of good health is 15%. Does having a sister negatively affect infant mortality through infant's birth weight?",no,"Let V2 = health condition; X = having a sister; V3 = infant's birth weight; Y = infant mortality.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.60
P(Y=1 | X=0, V3=1) = 0.86
P(Y=1 | X=1, V3=0) = 0.36
P(Y=1 | X=1, V3=1) = 0.61
P(V3=1 | X=0, V2=0) = 0.43
P(V3=1 | X=0, V2=1) = 0.14
P(V3=1 | X=1, V2=0) = 0.71
P(V3=1 | X=1, V2=1) = 0.49
P(V2=1) = 0.15
0.15 * 0.86 * (0.49 - 0.71)+ 0.85 * 0.86 * (0.14 - 0.43)= 0.06
0.06 > 0",3,nie,arrowhead,smoke_birthWeight,anticommonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
19152,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. For infants who do not have a sister and low infant birth weight, the probability of high infant mortality is 48%. For infants who do not have a sister and normal infant birth weight, the probability of high infant mortality is 72%. For infants who have a sister and low infant birth weight, the probability of high infant mortality is 16%. For infants who have a sister and normal infant birth weight, the probability of high infant mortality is 37%. For infants who do not have a sister and with poor health, the probability of normal infant birth weight is 52%. For infants who do not have a sister and with good health, the probability of normal infant birth weight is 26%. For infants who have a sister and with poor health, the probability of normal infant birth weight is 78%. For infants who have a sister and with good health, the probability of normal infant birth weight is 57%. The overall probability of good health is 1%. If we disregard the mediation effect through infant's birth weight, would having a sister negatively affect infant mortality?",yes,"Let V2 = health condition; X = having a sister; V3 = infant's birth weight; Y = infant mortality.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k}[P(Y=1|X=1,V3=v)-P(Y=1|X=0,V3=v)]*P(V3=v|X=0,V2=k)*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.48
P(Y=1 | X=0, V3=1) = 0.72
P(Y=1 | X=1, V3=0) = 0.16
P(Y=1 | X=1, V3=1) = 0.37
P(V3=1 | X=0, V2=0) = 0.52
P(V3=1 | X=0, V2=1) = 0.26
P(V3=1 | X=1, V2=0) = 0.78
P(V3=1 | X=1, V2=1) = 0.57
P(V2=1) = 0.01
0.01 * (0.37 - 0.16) * 0.26 + 0.99 * (0.72 - 0.48) * 0.78 = -0.34
-0.34 < 0",3,nde,arrowhead,smoke_birthWeight,anticommonsense,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]"
19184,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. The overall probability of having a sister is 95%. For infants who do not have a sister, the probability of high infant mortality is 65%. For infants who have a sister, the probability of high infant mortality is 37%. Is high infant mortality less likely than low infant mortality overall?",yes,"Let V2 = health condition; X = having a sister; V3 = infant's birth weight; Y = infant mortality.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.95
P(Y=1 | X=0) = 0.65
P(Y=1 | X=1) = 0.37
0.95*0.37 - 0.05*0.65 = 0.38
0.38 > 0",1,marginal,arrowhead,smoke_birthWeight,anticommonsense,P(Y)
19280,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. The overall probability of having a sister is 81%. The probability of not having a sister and high infant mortality is 13%. The probability of having a sister and high infant mortality is 44%. Is the chance of high infant mortality larger when observing having a sister?",no,"Let V2 = health condition; X = having a sister; V3 = infant's birth weight; Y = infant mortality.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.81
P(Y=1, X=0=1) = 0.13
P(Y=1, X=1=1) = 0.44
0.44/0.81 - 0.13/0.19 = -0.16
-0.16 < 0",1,correlation,arrowhead,smoke_birthWeight,anticommonsense,P(Y | X)
19288,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. The overall probability of having a sister is 82%. For infants who do not have a sister, the probability of high infant mortality is 76%. For infants who have a sister, the probability of high infant mortality is 58%. Is high infant mortality less likely than low infant mortality overall?",no,"Let V2 = health condition; X = having a sister; V3 = infant's birth weight; Y = infant mortality.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.82
P(Y=1 | X=0) = 0.76
P(Y=1 | X=1) = 0.58
0.82*0.58 - 0.18*0.76 = 0.61
0.61 > 0",1,marginal,arrowhead,smoke_birthWeight,anticommonsense,P(Y)
19312,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. The overall probability of smoking is 36%. The probability of nonsmoking and freckles is 44%. The probability of smoking and freckles is 27%. Is the chance of freckles larger when observing smoking?",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.36
P(Y=1, X=0=1) = 0.44
P(Y=1, X=1=1) = 0.27
0.27/0.36 - 0.44/0.64 = 0.05
0.05 > 0",1,correlation,frontdoor,smoking_frontdoor,anticommonsense,P(Y | X)
19328,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. The overall probability of smoking is 82%. The probability of nonsmoking and freckles is 8%. The probability of smoking and freckles is 49%. Is the chance of freckles smaller when observing smoking?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.82
P(Y=1, X=0=1) = 0.08
P(Y=1, X=1=1) = 0.49
0.49/0.82 - 0.08/0.18 = 0.12
0.12 > 0",1,correlation,frontdoor,smoking_frontdoor,anticommonsense,P(Y | X)
19336,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. Method 1: We look directly at how smoking correlates with freckles in general. Method 2: We look at this correlation case by case according to gender. To understand how smoking affects freckles, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,frontdoor,smoking_frontdoor,anticommonsense,[backdoor adjustment set for Y given X]
19352,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 69%. For smokers, the probability of high tar deposit is 3%. For nonsmokers and with no tar deposit, the probability of freckles is 72%. For nonsmokers and with high tar deposit, the probability of freckles is 19%. For smokers and with no tar deposit, the probability of freckles is 69%. For smokers and with high tar deposit, the probability of freckles is 18%. The overall probability of smoking is 70%. Does smoking negatively affect freckles through tar deposit?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.69
P(V3=1 | X=1) = 0.03
P(Y=1 | X=0, V3=0) = 0.72
P(Y=1 | X=0, V3=1) = 0.19
P(Y=1 | X=1, V3=0) = 0.69
P(Y=1 | X=1, V3=1) = 0.18
P(X=1) = 0.70
0.03 - 0.69 * (0.18 * 0.70 + 0.19 * 0.30)= 0.34
0.34 > 0",3,nie,frontdoor,smoking_frontdoor,anticommonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
19360,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 73%. For smokers, the probability of high tar deposit is 23%. For nonsmokers and with no tar deposit, the probability of freckles is 70%. For nonsmokers and with high tar deposit, the probability of freckles is 21%. For smokers and with no tar deposit, the probability of freckles is 68%. For smokers and with high tar deposit, the probability of freckles is 18%. The overall probability of smoking is 64%. Does smoking negatively affect freckles through tar deposit?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.73
P(V3=1 | X=1) = 0.23
P(Y=1 | X=0, V3=0) = 0.70
P(Y=1 | X=0, V3=1) = 0.21
P(Y=1 | X=1, V3=0) = 0.68
P(Y=1 | X=1, V3=1) = 0.18
P(X=1) = 0.64
0.23 - 0.73 * (0.18 * 0.64 + 0.21 * 0.36)= 0.25
0.25 > 0",3,nie,frontdoor,smoking_frontdoor,anticommonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
19368,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 78%. For smokers, the probability of high tar deposit is 28%. For nonsmokers and with no tar deposit, the probability of freckles is 76%. For nonsmokers and with high tar deposit, the probability of freckles is 33%. For smokers and with no tar deposit, the probability of freckles is 77%. For smokers and with high tar deposit, the probability of freckles is 34%. The overall probability of smoking is 63%. Will smoking decrease the chance of freckles?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.78
P(V3=1 | X=1) = 0.28
P(Y=1 | X=0, V3=0) = 0.76
P(Y=1 | X=0, V3=1) = 0.33
P(Y=1 | X=1, V3=0) = 0.77
P(Y=1 | X=1, V3=1) = 0.34
P(X=1) = 0.63
(0.28 - 0.78)* (0.34 * 0.63) + (0.72 - 0.22) * (0.33 * 0.37) = 0.21
0.21 > 0",2,ate,frontdoor,smoking_frontdoor,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
